customer_id,full_name,email,phone,city,segment,created_at,is_active,deleted_at
20,Miguel Romero,miguelromero.fv5e@example.com,+595990154953,Villa Elisa,retail,2023-06-25T02:19:54,1,
21,Camila Acosta,camilaacosta.bv7c@empresa.com,+595967751437,Encarnación,online_only,2025-11-03T15:18:47,1,
22,Carlos Gonzalez,carlosgonzalez.lpcd@mail.com,+595914571400,Ciudad del Este,online_only,2026-01-15T02:59:47,1,
23,Juan Gonzalez,juangonzalez.qplq@example.com,+595958290345,Fernando de la Mora,retail,2025-01-23T02:30:06,0,2025-07-25T02:30:06
24,Bruno Diaz,brunodiaz.fpg4@cliente.net,+595950426417,Lambaré,retail,2023-10-29T17:01:26,1,
25,Fernando Alvarez,fernandoalvarez.upyg@mail.com,+595928848847,Fernando de la Mora,online_only,2023-09-12T14:41:11,1,
26,Julia Rojas,juliarojas.9q4z@cliente.net,+595993574492,Villa Elisa,retail,2025-09-02T06:38:23,1,
27,Valeria Fernandez,valeriafernandez.1sfy@mail.com,+595944832019,Asunción,retail,2024-05-09T07:54:50,1,
28,Rocio Acosta,rocioacosta.bstw@correo.py,+595967937593,San Lorenzo,retail,2023-03-10T10:18:38,1,
29,Camila Mendoza,camilamendoza.tf2n@empresa.com,+595964268999,Lambaré,retail,2024-04-06T04:28:54,1,
30,Valeria Romero,valeriaromero.1fz1@mail.com,+595951182523,Fernando de la Mora,retail,2025-06-19T01:49:22,1,
31,Miguel Castillo,miguelcastillo.gdgc@empresa.com,+595980674955,San Lorenzo,wholesale,2024-12-26T18:53:08,1,
32,Sofia Ortiz,sofiaortiz.twe4@correo.py,+595943221583,Encarnación,retail,2025-06-24T04:35:23,1,
33,Luis Acosta,luisacosta.1e9j@cliente.net,+595987809705,Asunción,retail,2024-10-03T09:29:39,1,
34,Pedro Sanchez,pedrosanchez.czce@mail.com,+595965665586,Luque,retail,2024-10-06T14:55:20,1,
35,Mateo Diaz,mateodiaz.7o5m@cliente.net,+595910481017,Lambaré,wholesale,2026-01-21T19:28:57,1,
36,Luis Ortiz,luisortiz.eaed@example.com,+595965636415,Asunción,retail,2023-12-05T03:44:46,1,
37,Mateo Romero,mateoromero.fsfv@correo.py,+595914175453,Encarnación,retail,2024-01-06T05:56:30,1,
38,Rocio Gomez,rociogomez.mx6s@mail.com,+595914491380,Fernando de la Mora,wholesale,2023-08-28T06:20:12,1,
39,Diego Benitez,diegobenitez.lngy@empresa.com,+595915101529,Fernando de la Mora,wholesale,2024-03-10T23:49:44,1,
40,Julia Diaz,juliadiaz.iuy7@mail.com,+595978781870,Fernando de la Mora,retail,2024-12-03T07:33:25,1,
41,Juan Mendoza,juanmendoza.tr0f@correo.py,+595961782315,Encarnación,wholesale,2024-05-06T17:31:27,1,
42,Fernando Ortiz,fernandoortiz.ocht@cliente.net,+595991288089,Encarnación,retail,2025-04-03T23:33:09,1,
43,Paula Martinez,paulamartinez.vhw9@empresa.com,+595971277569,Encarnación,retail,2023-03-11T07:06:44,1,
44,Carlos Mendoza,carlosmendoza.6ogc@mail.com,+595979306602,Luque,wholesale,2025-03-20T12:37:03,1,
45,Luis Mendoza,luismendoza.s0oi@example.com,+595919694865,Encarnación,retail,2025-10-22T00:13:13,1,
46,Agustina Acosta,agustinaacosta.znxt@example.com,+595943108365,San Lorenzo,retail,2025-08-10T12:11:43,1,
47,Valeria Perez,valeriaperez.trti@correo.py,+595988657210,Asunción,online_only,2024-06-05T03:57:39,1,
48,Mateo Flores,mateoflores.yru2@mail.com,+595925804589,Ñemby,retail,2025-05-31T10:29:18,1,
49,Andres Ortiz,andresortiz.d5ot@example.com,+595924365029,San Lorenzo,wholesale,2024-03-10T11:03:47,1,
50,Fernando Rojas,fernandorojas.rhd9@example.com,+595977960728,San Lorenzo,retail,2024-03-04T18:54:06,1,
51,Fernando Romero,fernandoromero.tlei@empresa.com,+595941166442,Capiatá,retail,2026-01-17T08:56:06,1,
52,Juan Benitez,juanbenitez.gn9y@example.com,+595917706004,Ñemby,retail,2025-07-23T15:48:18,1,
53,Carlos Sanchez,carlossanchez.lv57@empresa.com,+595932369322,Villa Elisa,retail,2025-12-21T19:54:02,1,
54,Miguel Perez,miguelperez.3xz3@example.com,+595991939697,Ciudad del Este,wholesale,2025-09-12T19:36:58,1,
55,Miguel Flores,miguelflores.pk3k@empresa.com,+595954817006,San Lorenzo,wholesale,2024-05-28T09:20:33,1,
56,Ana Alvarez,anaalvarez.3cgn@cliente.net,+595945379373,Encarnación,retail,2024-03-29T15:58:23,1,
57,Camila Fernandez,camilafernandez.juq1@correo.py,+595940821202,Villa Elisa,retail,2026-01-08T05:31:22,1,
58,Juan Flores,juanflores.6aiv@empresa.com,+595962203221,Capiatá,retail,2024-07-18T05:33:44,1,
59,Paula Diaz,pauladiaz.p6mu@cliente.net,+595949457445,Luque,wholesale,2026-01-21T20:01:07,1,
60,Andres Ruiz,andresruiz.xqvv@empresa.com,+595963487339,Villa Elisa,retail,2024-12-08T08:42:23,1,
61,Bruno Sanchez,brunosanchez.yhhm@cliente.net,+595972261639,San Lorenzo,retail,2025-04-24T15:56:42,1,
62,Paula Ortiz,paulaortiz.u2hv@correo.py,+595972551184,Ñemby,retail,2025-03-18T23:55:26,1,
63,Carlos Ortiz,carlosortiz.qz7y@empresa.com,+595930185872,Lambaré,retail,2025-07-06T08:59:16,1,
64,Agustina Alvarez,agustinaalvarez.stnp@empresa.com,+595947421202,Ciudad del Este,retail,2023-06-15T15:40:42,1,
65,Valeria Benitez,valeriabenitez.y0r7@empresa.com,+595948372086,Capiatá,retail,2023-05-10T15:44:40,1,
66,Lucia Gonzalez,luciagonzalez.0t1m@cliente.net,+595965280215,Ciudad del Este,online_only,2023-12-01T17:45:54,1,
67,Bruno Castillo,brunocastillo.0yrx@correo.py,+595922700005,Ñemby,retail,2023-11-04T00:56:43,1,
68,Carlos Fernandez,carlosfernandez.j9zl@example.com,+595952125491,Lambaré,retail,2024-07-15T04:00:58,1,
69,Luis Ortiz,luisortiz.bf4n@correo.py,+595910718816,Luque,retail,2023-05-20T01:54:55,1,
70,Miguel Rojas,miguelrojas.5rol@mail.com,+595991921435,Asunción,retail,2024-09-01T14:32:56,1,
71,Fernando Gonzalez,fernandogonzalez.mogs@empresa.com,+595965203878,Ñemby,retail,2023-06-24T01:26:19,0,2024-03-13T01:26:19
72,Juan Gomez,juangomez.4ubi@cliente.net,+595944392735,Ñemby,online_only,2025-04-09T19:16:45,1,
73,Miguel Benitez,miguelbenitez.optw@mail.com,+595998592718,Encarnación,retail,2025-06-01T22:06:34,1,
74,Maria Ortiz,mariaortiz.pu43@example.com,+595917460929,Asunción,online_only,2026-01-07T12:25:36,1,
75,Andres Benitez,andresbenitez.fdkk@example.com,+595996822728,Villa Elisa,retail,2023-08-21T13:01:00,1,
76,Miguel Lopez,miguellopez.1qhq@empresa.com,+595931266111,Lambaré,wholesale,2023-04-04T11:09:06,1,
77,Lucia Ramirez,luciaramirez.kq5w@mail.com,+595941578198,Luque,retail,2024-03-05T09:33:29,1,
78,Sofia Sanchez,sofiasanchez.goa9@cliente.net,+595982120005,Capiatá,retail,2025-04-07T11:34:12,1,
79,Pedro Mendoza,pedromendoza.fwvu@example.com,+595932456847,Ñemby,vip,2024-05-10T19:51:57,1,
80,Andres Rojas,andresrojas.cg6x@correo.py,+595989179012,Ciudad del Este,retail,2023-08-24T17:04:31,1,
81,Bruno Acosta,brunoacosta.lsuc@cliente.net,+595949127046,Fernando de la Mora,retail,2023-03-19T16:18:58,1,
82,Valeria Romero,valeriaromero.vquy@example.com,+595918619819,Ciudad del Este,wholesale,2023-07-04T06:23:17,1,
83,Juan Diaz,juandiaz.6544@correo.py,+595997984525,Villa Elisa,retail,2025-09-05T10:37:20,1,
84,Rocio Rojas,rociorojas.wjcf@mail.com,+595963507283,Encarnación,retail,2025-07-20T18:37:05,1,
85,Julia Martinez,juliamartinez.dy07@correo.py,+595992468773,Capiatá,online_only,2025-08-18T17:22:41,0,2025-12-24T17:22:41
86,Paula Martinez,paulamartinez.vp71@cliente.net,+595991271663,Asunción,retail,2024-08-05T07:19:15,1,
87,Luis Lopez,luislopez.dqzz@cliente.net,+595996500820,San Lorenzo,vip,2023-01-22T18:13:20,1,
88,Lucia Torres,luciatorres.q2gy@example.com,+595989332898,Luque,wholesale,2025-02-06T03:40:42,1,
89,Fernando Lopez,fernandolopez.p5c1@mail.com,+595948182214,Ciudad del Este,wholesale,2024-11-03T17:06:43,1,
90,Rocio Ruiz,rocioruiz.d1xu@empresa.com,+595926846656,Asunción,retail,2024-12-21T09:16:39,1,
91,Valeria Gonzalez,valeriagonzalez.rlxw@example.com,+595985727329,San Lorenzo,retail,2024-11-10T21:56:03,1,
92,Rocio Ortiz,rocioortiz.xj71@mail.com,+595947877573,Ñemby,vip,2023-10-08T11:51:04,1,
93,Rocio Romero,rocioromero.b2k4@cliente.net,+595979571272,Lambaré,wholesale,2024-12-11T02:53:22,1,
94,Carlos Lopez,carloslopez.w10b@empresa.com,+595912672173,San Lorenzo,wholesale,2025-12-17T13:43:12,1,
95,Mateo Flores,mateoflores.cfmj@example.com,+595973262858,Villa Elisa,vip,2023-10-21T20:58:34,1,
96,Diego Diaz,diegodiaz.tesg@empresa.com,+595928843454,Ñemby,retail,2023-10-13T05:32:23,1,
97,Sofia Perez,sofiaperez.6e9q@mail.com,+595967426297,Fernando de la Mora,retail,2023-07-12T03:25:12,1,
98,Andres Flores,andresflores.t3gu@empresa.com,+595958954863,San Lorenzo,retail,2024-12-24T05:51:10,1,
99,Julia Castillo,juliacastillo.rk54@example.com,+595979865394,Encarnación,retail,2023-04-09T09:09:20,1,
100,Maria Castillo,mariacastillo.r0mt@mail.com,+595925100081,Villa Elisa,retail,2025-03-30T08:31:28,1,
101,Rocio Romero,rocioromero.jwd8@empresa.com,+595952712617,Ñemby,retail,2023-12-05T11:34:51,1,
102,Juan Rojas,juanrojas.rwy1@example.com,+595979829709,Fernando de la Mora,retail,2024-07-13T07:11:44,1,
103,Rocio Fernandez,rociofernandez.aob1@example.com,+595921425848,Ñemby,retail,2023-10-06T21:03:23,1,
104,Ana Rojas,anarojas.mijh@correo.py,+595926441544,Villa Elisa,retail,2024-11-27T02:37:48,1,
105,Fernando Mendoza,fernandomendoza.9pny@empresa.com,+595973494095,San Lorenzo,retail,2023-07-26T12:23:27,1,
106,Fernando Torres,fernandotorres.s86v@mail.com,+595976596617,Encarnación,retail,2024-10-07T18:18:40,1,
107,Fernando Torres,fernandotorres.ygzs@correo.py,+595977358211,Encarnación,retail,2025-01-17T09:05:26,1,
108,Andres Ruiz,andresruiz.p3my@mail.com,+595971776080,Ciudad del Este,retail,2025-10-22T03:47:56,1,
109,Miguel Lopez,miguellopez.60ou@empresa.com,+595972924822,Fernando de la Mora,retail,2025-03-12T10:02:29,1,
110,Paula Ortiz,paulaortiz.eten@mail.com,+595939394589,Ciudad del Este,retail,2023-11-08T17:58:03,1,
111,Diego Benitez,diegobenitez.9529@empresa.com,+595948427356,Fernando de la Mora,online_only,2023-08-29T10:15:48,1,
112,Fernando Ortiz,fernandoortiz.uxwf@mail.com,+595995282119,Luque,retail,2024-05-06T08:15:26,1,
113,Pedro Martinez,pedromartinez.h8zc@example.com,+595936355105,Lambaré,retail,2025-02-20T12:51:39,1,
114,Miguel Rojas,miguelrojas.5tat@correo.py,+595914289418,Ñemby,wholesale,2024-03-22T22:34:34,1,
115,Camila Sanchez,camilasanchez.fm9w@mail.com,+595932404223,Villa Elisa,retail,2023-11-10T13:36:43,1,
116,Pedro Rojas,pedrorojas.8a1v@example.com,+595979236118,Encarnación,retail,2025-03-04T12:16:41,1,
117,Ana Castillo,anacastillo.b41z@example.com,+595919992404,Capiatá,wholesale,2023-02-01T11:03:08,1,
118,Maria Ortiz,mariaortiz.eryl@example.com,+595964248079,Luque,retail,2025-08-08T22:29:58,1,
119,Sofia Mendoza,sofiamendoza.bqeb@mail.com,+595972525758,Luque,online_only,2025-07-19T06:39:01,1,
120,Maria Martinez,mariamartinez.2xtk@empresa.com,+595966262193,Capiatá,retail,2023-04-12T21:32:34,1,
121,Valeria Diaz,valeriadiaz.hbn8@mail.com,+595977957404,Ñemby,wholesale,2025-05-03T20:09:18,1,
122,Andres Perez,andresperez.vpe0@cliente.net,+595958566818,Fernando de la Mora,online_only,2024-09-16T08:06:06,1,
123,Andres Torres,andrestorres.hdy1@mail.com,+595954424076,Capiatá,vip,2025-05-04T21:00:08,1,
124,Miguel Castillo,miguelcastillo.5jn1@mail.com,+595998116430,Villa Elisa,retail,2025-05-18T22:03:18,1,
125,Mateo Flores,mateoflores.53lv@example.com,+595923140781,Capiatá,retail,2024-03-02T19:36:35,1,
126,Pedro Torres,pedrotorres.5jn9@empresa.com,+595916466819,Ciudad del Este,retail,2025-07-16T00:08:05,1,
127,Luis Rojas,luisrojas.pcez@empresa.com,+595989908149,Encarnación,retail,2025-05-28T18:18:10,1,
128,Fernando Gonzalez,fernandogonzalez.s88p@cliente.net,+595970783311,Capiatá,wholesale,2025-03-04T15:36:49,1,
129,Pedro Flores,pedroflores.lvye@mail.com,+595922807878,Ñemby,retail,2023-11-26T07:57:09,1,
130,Julia Torres,juliatorres.70y9@correo.py,+595940273970,Encarnación,retail,2023-09-10T14:11:26,1,
131,Pedro Fernandez,pedrofernandez.tq90@correo.py,+595977965255,Ñemby,retail,2023-12-05T13:13:33,1,
132,Pedro Ramirez,pedroramirez.gdbb@mail.com,+595956356777,Asunción,retail,2023-12-28T09:18:37,1,
133,Luis Rojas,luisrojas.udkv@example.com,+595955439189,Luque,retail,2024-02-20T16:33:31,1,
134,Pedro Rojas,pedrorojas.wuaf@example.com,+595916299391,Capiatá,retail,2025-05-21T23:56:56,1,
135,Fernando Rojas,fernandorojas.juz6@correo.py,+595921385801,Encarnación,retail,2025-04-01T22:20:26,1,
136,Lucia Rojas,luciarojas.7lmz@cliente.net,+595983877457,Villa Elisa,retail,2024-01-21T00:36:29,1,
137,Julia Alvarez,juliaalvarez.gytu@empresa.com,+595993445491,San Lorenzo,wholesale,2023-10-10T01:29:46,1,
138,Ana Gomez,anagomez.jqzd@mail.com,+595950662255,San Lorenzo,retail,2025-04-09T13:28:26,1,
139,Lucia Castillo,luciacastillo.cbhb@example.com,+595990537630,Encarnación,retail,2023-03-26T10:47:32,1,
140,Valeria Alvarez,valeriaalvarez.vfgl@empresa.com,+595931819455,Capiatá,retail,2024-10-05T08:43:12,1,
141,Agustina Ramirez,agustinaramirez.jky4@cliente.net,+595965855978,Encarnación,retail,2023-10-22T11:53:56,1,
142,Sofia Gomez,sofiagomez.ryl5@correo.py,+595959385778,Asunción,retail,2024-11-04T04:01:08,1,
143,Diego Ortiz,diegoortiz.c0zi@cliente.net,+595931744152,Fernando de la Mora,wholesale,2024-06-05T16:10:05,1,
144,Valeria Ortiz,valeriaortiz.1rcq@cliente.net,+595959469815,Asunción,retail,2023-03-21T22:06:08,1,
145,Agustina Mendoza,agustinamendoza.dnn8@example.com,+595946451952,Ñemby,retail,2023-12-29T06:30:15,0,2024-08-22T06:30:15
146,Mateo Gonzalez,mateogonzalez.kg7s@cliente.net,+595996847157,San Lorenzo,retail,2024-07-25T11:11:14,1,
147,Ana Rojas,anarojas.3epr@cliente.net,+595947318901,San Lorenzo,retail,2025-03-28T14:31:50,1,
148,Sofia Ramirez,sofiaramirez.16lz@example.com,+595967963171,San Lorenzo,vip,2025-11-12T15:52:45,1,
149,Rocio Martinez,rociomartinez.7ein@correo.py,+595927879121,Luque,retail,2023-03-29T22:10:35,1,
150,Luis Ruiz,luisruiz.4xp0@empresa.com,+595943598634,Lambaré,retail,2025-03-05T11:49:56,1,
151,Mateo Alvarez,mateoalvarez.lp0r@cliente.net,+595934419189,Encarnación,retail,2025-01-15T03:39:47,1,
152,Diego Ramirez,diegoramirez.az6c@correo.py,+595928648281,Ñemby,retail,2023-01-08T05:51:29,1,
153,Bruno Lopez,brunolopez.rqvo@example.com,+595974798495,Villa Elisa,retail,2023-12-23T11:38:00,1,
154,Diego Ruiz,diegoruiz.lq4u@mail.com,+595946564067,Asunción,retail,2023-06-08T00:09:58,1,
155,Valeria Flores,valeriaflores.hnhk@example.com,+595989651295,Lambaré,wholesale,2023-07-28T20:12:27,1,
156,Andres Benitez,andresbenitez.4n7b@example.com,+595960355653,Villa Elisa,wholesale,2024-01-12T06:48:22,1,
157,Maria Acosta,mariaacosta.0lgs@empresa.com,+595950757822,San Lorenzo,retail,2023-09-22T23:04:40,1,
158,Pedro Ramirez,pedroramirez.di4l@empresa.com,+595991174021,Encarnación,wholesale,2023-08-14T13:31:25,1,
159,Camila Benitez,camilabenitez.na28@example.com,+595995806993,Lambaré,retail,2023-06-16T22:53:36,1,
160,Fernando Lopez,fernandolopez.stph@example.com,+595959607285,San Lorenzo,retail,2025-09-05T00:45:14,1,
161,Agustina Acosta,agustinaacosta.v8r6@empresa.com,+595962128192,Asunción,retail,2024-08-18T09:15:49,1,
162,Andres Sanchez,andressanchez.4rj3@empresa.com,+595935235897,Luque,retail,2023-12-02T15:11:37,1,
163,Valeria Torres,valeriatorres.ajaq@cliente.net,+595980306973,Asunción,retail,2025-07-23T11:57:42,1,
164,Valeria Torres,valeriatorres.4tyl@cliente.net,+595956452921,San Lorenzo,wholesale,2025-07-12T08:31:16,1,
165,Valeria Castillo,valeriacastillo.ad39@cliente.net,+595998543076,Fernando de la Mora,retail,2023-01-11T09:16:10,1,
166,Rocio Diaz,rociodiaz.3spg@correo.py,+595937701146,Ciudad del Este,retail,2023-11-26T14:26:41,1,
167,Lucia Sanchez,luciasanchez.oqag@mail.com,+595954655973,Fernando de la Mora,retail,2024-09-05T06:10:12,1,
168,Juan Acosta,juanacosta.7tnj@example.com,+595945563185,Ciudad del Este,retail,2023-01-05T06:12:46,1,
169,Lucia Ramirez,luciaramirez.7s1o@mail.com,+595914837254,Asunción,retail,2025-02-06T08:43:18,1,
170,Ana Diaz,anadiaz.yhhg@empresa.com,+595995297320,Capiatá,wholesale,2023-01-08T18:25:20,1,
171,Maria Diaz,mariadiaz.ymge@empresa.com,+595938925404,Encarnación,retail,2026-01-23T03:04:10,1,
172,Luis Rojas,luisrojas.hj3m@cliente.net,+595911987210,Asunción,retail,2024-02-22T17:53:58,1,
173,Fernando Rojas,fernandorojas.awsf@mail.com,+595940492991,Fernando de la Mora,retail,2024-08-29T19:36:12,1,
174,Paula Martinez,paulamartinez.kcko@example.com,+595989888033,San Lorenzo,retail,2025-08-28T08:50:22,1,
175,Andres Sanchez,andressanchez.jxt4@mail.com,+595967239762,Lambaré,retail,2024-09-19T20:27:15,1,
176,Miguel Acosta,miguelacosta.mziq@example.com,+595949232537,Encarnación,retail,2024-11-03T04:35:46,1,
177,Paula Martinez,paulamartinez.osto@correo.py,+595966910754,Ñemby,wholesale,2025-12-23T02:28:32,1,
178,Juan Gonzalez,juangonzalez.xpeq@example.com,+595984666133,Asunción,wholesale,2025-02-10T22:02:51,1,
179,Bruno Gonzalez,brunogonzalez.co5d@correo.py,+595947402631,Fernando de la Mora,retail,2024-04-08T07:37:21,1,
180,Camila Torres,camilatorres.lzoy@correo.py,+595990630651,Fernando de la Mora,retail,2024-04-16T01:44:29,1,
181,Bruno Alvarez,brunoalvarez.6yva@cliente.net,+595965972775,Asunción,retail,2025-01-06T10:06:54,1,
182,Juan Diaz,juandiaz.8p5q@empresa.com,+595917183761,Encarnación,wholesale,2023-11-09T18:10:25,1,
183,Miguel Martinez,miguelmartinez.r92y@cliente.net,+595949133569,Asunción,retail,2023-01-02T23:25:16,1,
184,Andres Ramirez,andresramirez.e6pz@mail.com,+595990104189,Encarnación,retail,2024-12-31T09:02:11,1,
185,Miguel Rojas,miguelrojas.q0ez@example.com,+595965114638,Luque,online_only,2025-01-21T10:50:37,1,
186,Valeria Fernandez,valeriafernandez.s07v@example.com,+595913556368,San Lorenzo,retail,2024-10-20T06:11:07,1,
187,Juan Flores,juanflores.giw4@example.com,+595994467150,Asunción,online_only,2023-12-19T13:10:01,1,
188,Carlos Acosta,carlosacosta.w9y9@mail.com,+595934651928,Lambaré,retail,2023-02-09T13:36:59,1,
189,Sofia Ruiz,sofiaruiz.grcz@example.com,+595932823574,Luque,retail,2023-08-06T06:29:24,1,
190,Lucia Ruiz,luciaruiz.s3ik@example.com,+595926721301,Lambaré,retail,2024-09-20T07:35:50,1,
191,Andres Gonzalez,andresgonzalez.a2i7@empresa.com,+595980989173,Villa Elisa,vip,2023-02-06T15:15:26,1,
192,Julia Castillo,juliacastillo.q5r4@empresa.com,+595967179099,Villa Elisa,retail,2024-12-17T12:25:20,1,
193,Julia Castillo,juliacastillo.puhc@example.com,+595993983763,Ciudad del Este,retail,2023-07-31T03:09:40,1,
194,Carlos Benitez,carlosbenitez.vvl3@mail.com,+595935666941,Lambaré,retail,2024-02-23T12:38:29,1,
195,Agustina Mendoza,agustinamendoza.pu4u@example.com,+595918665172,San Lorenzo,retail,2026-01-26T02:23:12,1,
196,Luis Ramirez,luisramirez.qag5@correo.py,+595993278494,Lambaré,wholesale,2024-01-24T11:00:59,1,
197,Lucia Flores,luciaflores.59yg@example.com,+595914518286,Asunción,retail,2024-04-02T20:03:00,1,
198,Maria Rojas,mariarojas.ar1a@correo.py,+595951383228,San Lorenzo,retail,2025-06-13T12:16:29,1,
199,Lucia Gomez,luciagomez.fb4r@cliente.net,+595923761985,Capiatá,wholesale,2023-03-18T03:35:12,1,
200,Agustina Fernandez,agustinafernandez.9n50@cliente.net,+595916286706,Encarnación,retail,2024-02-26T07:35:46,1,
201,Carlos Fernandez,carlosfernandez.9mzu@mail.com,+595996816058,Ciudad del Este,retail,2024-07-04T02:05:30,1,
202,Bruno Ramirez,brunoramirez.i5g3@correo.py,+595951834334,Encarnación,retail,2023-11-22T09:42:17,1,
203,Miguel Fernandez,miguelfernandez.zigs@mail.com,+595912112708,Luque,wholesale,2026-01-22T02:34:27,1,
204,Andres Sanchez,andressanchez.laou@empresa.com,+595957244485,Ciudad del Este,retail,2025-06-10T10:13:06,1,
205,Miguel Alvarez,miguelalvarez.sds7@correo.py,+595925413244,Ñemby,retail,2023-03-07T10:18:14,1,
206,Diego Benitez,diegobenitez.j207@example.com,+595950532566,Encarnación,wholesale,2026-01-23T18:45:18,1,
207,Fernando Torres,fernandotorres.8n7j@correo.py,+595915270984,Ciudad del Este,wholesale,2023-08-16T13:55:23,1,
208,Agustina Gomez,agustinagomez.et6g@correo.py,+595948980058,Villa Elisa,retail,2023-07-29T22:01:09,1,
209,Diego Flores,diegoflores.eygt@empresa.com,+595932344575,Ciudad del Este,retail,2025-04-30T07:59:38,1,
210,Fernando Romero,fernandoromero.ftcq@example.com,+595979749223,Villa Elisa,vip,2024-03-05T21:31:00,1,
211,Diego Martinez,diegomartinez.y1hq@empresa.com,+595991831321,Luque,vip,2023-02-14T08:10:16,1,
212,Paula Flores,paulaflores.lapw@cliente.net,+595974699358,Capiatá,retail,2023-01-03T23:31:25,1,
213,Fernando Perez,fernandoperez.uzi1@mail.com,+595993373672,San Lorenzo,retail,2025-03-06T15:12:50,1,
214,Valeria Alvarez,valeriaalvarez.cwhj@correo.py,+595928644732,San Lorenzo,retail,2024-07-05T19:02:24,1,
215,Paula Castillo,paulacastillo.vlc5@example.com,+595984998012,Fernando de la Mora,online_only,2024-06-18T00:19:03,1,
216,Diego Fernandez,diegofernandez.6p83@empresa.com,+595989515247,Ñemby,retail,2023-11-18T07:11:21,1,
217,Luis Ortiz,luisortiz.onl2@cliente.net,+595948240855,Luque,wholesale,2023-09-01T11:47:41,1,
218,Luis Alvarez,luisalvarez.dnti@empresa.com,+595976679425,Ciudad del Este,retail,2025-07-26T21:48:48,1,
219,Valeria Mendoza,valeriamendoza.8jej@empresa.com,+595925464089,Asunción,wholesale,2024-05-07T20:07:04,1,
220,Bruno Rojas,brunorojas.adft@correo.py,+595957838241,Ñemby,retail,2025-11-06T07:36:18,1,
221,Maria Rojas,mariarojas.p8m0@mail.com,+595930607444,Fernando de la Mora,retail,2024-10-23T13:01:58,1,
222,Miguel Fernandez,miguelfernandez.dm6x@cliente.net,+595959569081,Lambaré,retail,2023-05-12T23:16:55,1,
223,Paula Acosta,paulaacosta.3clu@mail.com,+595950554728,Capiatá,vip,2025-09-08T06:43:23,0,2026-04-29T06:43:23
224,Sofia Sanchez,sofiasanchez.9nh4@mail.com,+595955791396,Ñemby,retail,2023-03-26T05:22:50,1,
225,Paula Mendoza,paulamendoza.civ5@example.com,+595973865765,Lambaré,retail,2023-09-02T05:22:14,1,
226,Lucia Castillo,luciacastillo.9vpr@mail.com,+595929770463,San Lorenzo,online_only,2024-07-25T12:53:23,1,
227,Rocio Ramirez,rocioramirez.8538@cliente.net,+595938707235,Fernando de la Mora,retail,2023-12-16T20:14:44,1,
228,Pedro Mendoza,pedromendoza.yw5v@correo.py,+595965529376,Fernando de la Mora,vip,2024-11-25T12:41:59,1,
229,Camila Torres,camilatorres.5ngs@example.com,+595948661271,Ciudad del Este,retail,2025-10-03T04:53:07,1,
230,Juan Gomez,juangomez.w1xr@example.com,+595983986134,Lambaré,retail,2025-03-12T15:36:07,1,
231,Miguel Ortiz,miguelortiz.r3kn@example.com,+595930841684,Luque,retail,2024-02-19T22:03:30,1,
